order_id,order_date,customer_id,product_id,quantity,price_x,discount_pct,discount_value,shipping_cost,cost_of_goods_sold,revenue,profit,payment_method,marketing_channel,campaign,order_status,delivery_time_days,churn_risk_score,propensity_to_buy,customer_name,email,age,gender,city,state,acquisition_cost,product_category,product_name,price_y,cost_of_goods_sold_pct
O5266,2025-08-31,C1156,P2022,1,212.64,0.05,10.63,12.5,127.58,214.51,61.93,Boleto,Email,Holiday Promo,Delivered,4,0.0854526428477006,0.6010791377217518,Lucas Santos,lucas.santos156@example.com,59,Male,Florianópolis,DF,37.35,Sports,Dumbbell Set,212.64,0.6
O5267,2025-02-17,C1408,P2019,1,249.17,0.0,0.0,9.9,114.62,259.07,124.65,Boleto,Email,Summer Sale,Delivered,2,0.9853768628513233,0.3431339137698938,Eduardo Fernandes,eduardo.fernandes408@example.com,55,Female,São Paulo,CE,44.91,Beauty,Nail Polish,249.17,0.46
O5268,2025-02-09,C1412,P2002,1,281.78,0.05,14.09,12.5,171.89,280.19,83.3,PayPal,Affiliate,,Cancelled,3,0.8208827302491909,0.9577468028686477,Daniel Rodrigues,daniel.rodrigues412@example.com,44,Male,Belo Horizonte,SP,41.5,Electronics,Portable Charger,281.78,0.61
O5269,2024-11-05,C1182,P2008,1,122.69,0.0,0.0,5.0,46.62,127.69,71.07,Pix,Direct,,Delivered,2,0.0280562268401906,0.5321712387993767,Isabela Pereira,isabela.pereira182@example.com,35,Male,Florianópolis,RS,5.22,Home,Cotton Bedsheet,122.69,0.38
O5270,2025-01-10,C1011,P2017,1,44.78,0.0,0.0,18.0,22.39,62.78,4.39,Boleto,Organic Search,Holiday Promo,Delivered,2,0.028939622486486738,0.6589398090615035,Daniel Rodrigues,daniel.rodrigues11@example.com,62,Female,Curitiba,PE,15.48,Beauty,Perfume,44.78,0.5
O5271,2025-01-14,C1185,P2024,2,201.01,0.15,60.3,5.0,213.07,346.72,123.65,PayPal,Social (Instagram),,Cancelled,4,0.7238790960030631,0.020854120120965325,Sofia Rodrigues,sofia.rodrigues185@example.com,24,Male,São Paulo,SC,39.0,Sports,Fitness Tracker,201.01,0.53
O5272,2025-08-13,C1521,P2010,3,278.93,0.0,0.0,18.0,518.81,854.79,299.98,Credit Card,Affiliate,,Delivered,5,0.6197351319667812,0.05099253587559138,Sofia Fernandes,sofia.fernandes521@example.com,57,Female,Salvador,PR,20.36,Fashion,T-Shirt,278.93,0.62
O5273,2025-08-30,C1170,P2000,3,203.97,0.0,0.0,9.9,391.62,621.81,210.39,PayPal,Email,Abandoned Cart,Delivered,4,0.606329139048393,0.1503121134442611,Isabela Santos,isabela.santos170@example.com,40,Male,Rio de Janeiro,CE,3.3,Electronics,Wireless Headphones,203.97,0.64
O5274,2025-04-13,C1386,P2011,1,50.3,0.0,0.0,0.0,36.72,50.3,13.58,Debit Card,Social (Facebook),New Launch,Cancelled,2,0.4931150990074975,0.146543425619874,Ana Fernandes,ana.fernandes386@example.com,41,Female,Salvador,CE,45.5,Fashion,Jeans,50.3,0.73
O5275,2025-06-06,C1557,P2009,1,214.64,0.0,0.0,0.0,137.37,214.64,77.27,Boleto,Paid Search,,Delivered,7,0.7951769720980124,0.8459521770357777,Bruno Carvalho,bruno.carvalho557@example.com,52,Female,Belo Horizonte,PE,4.29,Home,Kitchen Knife,214.64,0.64
O5276,2025-03-07,C1249,P2003,1,120.28,0.0,0.0,25.0,76.98,145.28,18.3,Boleto,Organic Search,Abandoned Cart,Delivered,2,0.8335906592297692,0.5736569791206659,Thiago Souza,thiago.souza249@example.com,47,Female,Porto Alegre,SC,8.37,Electronics,Bluetooth Speaker,120.28,0.64
O5277,2025-08-16,C1436,P2007,2,108.27,0.0,0.0,9.9,99.61,226.44,107.03,Boleto,Social (Facebook),,Delivered,3,0.8044762940104823,0.8112336563930059,Beatriz Santos,beatriz.santos436@example.com,18,Female,Fortaleza,PE,22.86,Home,LED Lamp,108.27,0.46
O5278,2025-07-15,C1411,P2006,1,20.98,0.05,1.05,18.0,9.44,37.93,-7.51,Credit Card,Direct,,Pending,3,0.4241403227972951,0.5650819411680067,Lucas Pereira,lucas.pereira411@example.com,38,Male,Rio de Janeiro,RS,49.03,Home,Throw Pillow,20.98,0.45
O5279,2025-08-18,C1311,P2008,1,122.69,0.05,6.13,18.0,46.62,134.56,51.94,Pix,Social (Facebook),Holiday Promo,Delivered,3,0.6267940874948787,0.4608177489822499,Felipe Barbosa,felipe.barbosa311@example.com,20,Male,Florianópolis,MG,4.51,Home,Cotton Bedsheet,122.69,0.38
O5280,2025-06-29,C1569,P2005,1,396.7,0.05,19.84,12.5,257.86,389.36,106.5,Boleto,Social (Instagram),Summer Sale,Delivered,7,0.7585413042617897,0.6288919627941962,Daniel Almeida,daniel.almeida569@example.com,42,Female,São Paulo,DF,9.63,Home,Ceramic Mug,396.7,0.65
O5281,2024-12-14,C1034,P2006,3,20.98,0.1,6.29,5.0,28.32,61.65,23.33,PayPal,Social (Facebook),Abandoned Cart,Delivered,7,0.7701595898622997,0.5454144153605839,Gustavo Silva,gustavo.silva34@example.com,42,Female,Florianópolis,MG,10.4,Home,Throw Pillow,20.98,0.45
O5282,2025-06-23,C1056,P2007,1,108.27,0.0,0.0,18.0,49.8,126.27,40.47,Debit Card,Social (Instagram),,Delivered,2,0.5567954341067048,0.23614503312894242,Thiago Rodrigues,thiago.rodrigues56@example.com,60,Female,São Paulo,PE,12.36,Home,LED Lamp,108.27,0.46
O5283,2024-12-21,C1430,P2023,1,123.05,0.0,0.0,18.0,77.52,141.05,27.53,Pix,Affiliate,,Delivered,7,0.9118977126333575,0.6984438678693555,Ana Costa,ana.costa430@example.com,34,Female,São Paulo,PE,41.58,Sports,Water Bottle,123.05,0.63
O5284,2024-10-31,C1063,P2014,2,251.75,0.15,75.52,12.5,216.5,440.48,198.98,PayPal,Social (Facebook),New Launch,Delivered,4,0.38673447353755375,0.27233842705780076,Paula Rodrigues,paula.rodrigues63@example.com,43,Female,Curitiba,BA,7.57,Fashion,Sunglasses,251.75,0.43
O5285,2025-04-01,C1591,P2024,1,201.01,0.0,0.0,5.0,106.54,206.01,89.47,Credit Card,Organic Search,,Delivered,2,0.7441767129248951,0.27570193397808296,Sofia Rodrigues,sofia.rodrigues591@example.com,56,Female,Salvador,RS,6.42,Sports,Fitness Tracker,201.01,0.53
O5286,2024-12-26,C1407,P2020,1,175.28,0.0,0.0,5.0,124.45,180.28,45.83,Debit Card,Affiliate,Abandoned Cart,Cancelled,4,0.7921885963694609,0.681269471238833,Gustavo Carvalho,gustavo.carvalho407@example.com,19,Female,Belo Horizonte,MG,10.11,Sports,Yoga Mat,175.28,0.71
O5287,2025-07-19,C1154,P2003,1,120.28,0.0,0.0,0.0,76.98,120.28,43.3,Boleto,Social (Facebook),Summer Sale,Delivered,10,0.463836378502659,0.5898856104440998,Thiago Souza,thiago.souza154@example.com,30,Female,Rio de Janeiro,DF,36.85,Electronics,Bluetooth Speaker,120.28,0.64
O5288,2025-09-25,C1205,P2017,2,44.78,0.05,4.48,12.5,44.78,97.58,,PayPal,Organic Search,Flash Sale,Delivered,4,0.637615393111787,0.33417793720075417,Camila Costa,camila.costa205@example.com,66,Female,Curitiba,DF,15.04,Beauty,Perfume,44.78,0.5
O5289,2025-04-01,C1306,P2003,1,120.28,0.05,6.01,0.0,76.98,114.27,37.29,PayPal,Affiliate,Holiday Promo,Delivered,2,0.9209669347479865,0.08157661079704492,Julia Santos,julia.santos306@example.com,42,Non-binary,Belo Horizonte,CE,21.41,Electronics,Bluetooth Speaker,120.28,0.64
O5290,2024-12-31,C1327,P2016,1,335.99,0.0,0.0,9.9,188.15,345.89,137.94,Credit Card,Email,Summer Sale,Delivered,10,0.3218946859010464,0.31408459146111256,Eduardo Pereira,eduardo.pereira327@example.com,52,Female,Brasília,PR,24.96,Beauty,Sunscreen,335.99,0.56
O5291,2024-12-07,C1204,P2012,1,379.74,0.0,0.0,0.0,254.43,379.74,125.31,Pix,Organic Search,Summer Sale,Delivered,3,0.9550960517766056,0.5605192270280488,Bruno Barbosa,bruno.barbosa204@example.com,30,Male,Belo Horizonte,CE,4.53,Fashion,Sneakers,379.74,0.67
O5292,2025-10-02,C1205,P2024,1,201.01,0.0,0.0,0.0,106.54,201.01,,PayPal,Social (Facebook),,Delivered,7,0.14174711690371256,0.08274881639606191,Camila Costa,camila.costa205@example.com,66,Female,Curitiba,DF,15.04,Sports,Fitness Tracker,201.01,0.53
O5293,2025-05-30,C1000,P2022,2,212.64,0.0,0.0,9.9,255.17,435.18,160.21,Boleto,Organic Search,,Delivered,5,0.9433284114430074,0.7008895792868068,Bruno Oliveira,bruno.oliveira0@example.com,56,Male,Recife,PR,9.49,Sports,Dumbbell Set,212.64,0.6
O5294,2025-05-18,C1223,P2007,1,108.27,0.1,10.83,12.5,49.8,109.94,35.14,Debit Card,Social (Facebook),Flash Sale,Delivered,4,0.03094223642201177,0.14005216481301674,Ana Barbosa,ana.barbosa223@example.com,50,Female,Brasília,DF,7.08,Home,LED Lamp,108.27,0.46
O5295,2025-08-30,C1097,P2005,1,396.7,0.1,39.67,5.0,257.86,362.03,94.17,Credit Card,Paid Search,Holiday Promo,Delivered,4,0.4992247083731476,0.07768087760780662,Lucas Souza,lucas.souza97@example.com,34,Female,Curitiba,RS,15.01,Home,Ceramic Mug,396.7,0.65
O5296,2025-06-25,C1036,P2003,1,120.28,0.0,0.0,12.5,76.98,132.78,30.8,Debit Card,Email,,Delivered,2,0.8235374202249629,0.7334002842567021,Bruno Rodrigues,bruno.rodrigues36@example.com,22,Male,Fortaleza,DF,35.62,Electronics,Bluetooth Speaker,120.28,0.64
O5297,2025-04-05,C1094,P2019,2,249.17,0.15,74.75,5.0,229.24,428.59,189.35,Credit Card,Social (Instagram),Holiday Promo,Pending,2,0.9584652300110841,0.3591893729443292,Marina Silva,marina.silva94@example.com,40,Female,Florianópolis,PE,7.12,Beauty,Nail Polish,249.17,0.46
O5298,2025-04-07,C1007,P2000,1,203.97,0.0,0.0,18.0,130.54,221.97,55.43,Boleto,Social (Instagram),Holiday Promo,Cancelled,3,0.5191797575575039,0.8955970863062974,Ana Souza,ana.souza7@example.com,64,Male,Recife,MG,14.42,Electronics,Wireless Headphones,203.97,0.64
O5299,2025-09-14,C1574,P2021,1,304.91,0.15,45.74,9.9,201.24,269.07,48.03,Pix,Social (Instagram),New Launch,Delivered,4,0.056399886533966104,0.9731370492921813,Carla Fernandes,carla.fernandes574@example.com,35,Female,Porto Alegre,MG,35.78,Sports,Running Shorts,304.91,0.66
O5300,2024-12-31,C1125,P2008,1,122.69,0.0,0.0,25.0,46.62,147.69,51.07,Debit Card,Social (Instagram),,Delivered,3,0.9842222708428346,0.13412105508592898,Isabela Souza,isabela.souza125@example.com,43,Male,Brasílix,SP,24.75,Home,Cotton Bedsheet,122.69,0.38
O5301,2025-05-04,C1416,P2023,1,123.05,0.1,12.3,12.5,77.52,123.25,20.73,Pix,Direct,,Delivered,4,0.6713904169208135,0.27174728486607014,Felipe Carvalho,felipe.carvalho416@example.com,29,Female,Florianópolis,PR,6.18,Sports,Water Bottle,123.05,0.63
O5302,2024-12-11,C1354,P2013,1,373.0,0.0,0.0,9.9,268.56,382.9,94.54,Boleto,Email,Summer Sale,Pending,5,0.6305565144960004,0.2660810567083254,Paula Rodrigues,paula.rodrigues354@example.com,48,Male,Rio de Janeiro,SC,46.55,Fashion,Backpack,373.0,0.72
O5303,2025-07-13,C1571,P2008,1,122.69,0.05,6.13,5.0,46.62,121.56,64.94,Credit Card,Organic Search,Holiday Promo,Delivered,2,0.36810544455922767,0.5263327924736286,Julia Nascimento,julia.nascimento571@example.com,34,Female,Brasília,DF,18.11,Home,Cotton Bedsheet,122.69,0.38
O5304,2024-10-24,C1066,P2009,1,214.64,0.0,0.0,12.5,137.37,227.14,64.77,Boleto,Direct,,Delivered,2,0.4485471492230967,0.9085088693212455,Thiago Silva,thiago.silva66@example.com,27,Male,Porto Alegre,RJ,2.73,Home,Kitchen Knife,214.64,0.64
O5305,2025-04-16,C1266,P2017,1,44.78,0.0,0.0,0.0,22.39,44.78,22.39,Debit Card,Organic Search,,Delivered,5,0.2572127081220451,0.8530145934617341,Mateus Ramos,mateus.ramos266@example.com,56,Female,Rio de Janeiro,CE,20.77,Beauty,Perfume,44.78,0.5
O5306,2025-02-05,C1037,P2004,1,54.76,0.15,8.21,12.5,23.55,59.05,10.5,Boleto,Organic Search,Summer Sale,Delivered,4,0.6280212959972025,0.013883796163890572,Sofia Almeida,sofia.almeida37@example.com,33,Male,Recife,BA,32.82,Electronics,Smartwatch,54.76,0.43
O5307,2025-06-15,C1081,P2000,1,203.97,0.0,0.0,12.5,130.54,216.47,60.93,Credit Card,Organic Search,,Delivered,4,0.20497896903763302,0.6647480994180098,Pedro Almeida,pedro.almeida81@example.com,40,Male,Fortaleza,PR,4.76,Electronics,Wireless Headphones,203.97,0.64
O5308,2025-08-12,C1178,P2010,2,278.93,0.0,0.0,12.5,345.87,570.36,199.49,Debit Card,Organic Search,,Delivered,4,0.28023207301463327,0.27831397451321804,Paula Lima,paula.lima178@example.com,61,Female,Florianópolis,BA,7.48,Fashion,T-Shirt,278.93,0.62
O5309,2025-07-08,C1593,P2018,1,415.53,0.15,62.33,18.0,241.01,371.2,,Debit Card,Social (Facebook),,Delivered,2,0.573988913935485,0.22988619971561064,Rafael Almeida,rafael.almeida593@example.com,20,Female,Florianópolis,DF,31.28,Beauty,Lipstick,415.53,0.58
O5310,2025-04-01,C1524,P2007,1,108.27,0.0,0.0,5.0,49.8,113.27,53.47,Pix,Social (Instagram),Abandoned Cart,Delivered,3,0.04673706097519281,0.701657010756181,Bruno Nascimento,bruno.nascimento524@example.com,33,Female,worto Alegre,CE,34.43,Home,LED Lamp,108.27,0.46
O5311,2024-11-10,C1563,P2003,1,120.28,0.15,18.04,0.0,76.98,102.24,25.26,Pix,Direct,Summer Sale,Delivered,10,0.6427244325643413,0.10904055799013224,Carla Silva,carla.silva563@example.com,58,Male,Fortaleza,SC,17.61,Electronics,Bluetooth Speaker,120.28,0.64
O5312,2025-09-13,C1451,P2009,1,214.64,0.0,0.0,9.9,137.37,224.54,67.37,PayPal,Organic Search,New Launch,Delivered,4,0.38751259224394174,0.9181606072192354,Marina Silva,marina.silva451@example.com,35,Female,São Paulo,RS,7.81,Home,Kitchen Knife,214.64,0.64
O5313,2025-03-01,C1165,P2018,3,415.53,0.05,62.33,12.5,723.02,1196.76,448.74,PayPal,Social (Facebook),,Delivered,5,0.8462787282175459,0.9811290330382917,Paula Ramos,paula.ramos165@example.com,57,Female,São Paulo,CE,40.39,Beauty,Lipstick,415.53,0.58
O5314,2025-03-04,C1164,P2014,1,251.75,0.15,37.76,9.9,108.25,223.89,95.84,Debit Card,Social (Instagram),,Delivered,4,0.24897478245460258,0.2193731405602557,Julia Oliveira,julia.oliveira164@example.com,24,Male,Brasília,SP,43.31,Fashion,Sunglasses,251.75,0.43
O5315,2024-11-07,C1430,P2003,3,120.28,0.0,0.0,5.0,230.94,365.84,124.9,Credit Card,Organic Search,,Delivered,7,0.6220959693953849,0.67492457524742,Ana Costa,ana.costa430@example.com,34,Female,São Paulo,PE,41.58,Electronics,Bluetooth Speaker,120.28,0.64
O5316,2025-05-15,C1369,P2007,1,108.27,0.05,5.41,5.0,49.8,107.86,48.06,,Social (Facebook),,Delivered,3,0.07854887392471599,0.7431503593448118,Camila Lima,camila.lima369@example.com,48,Female,Recife,MG,19.68,Home,LED Lamp,108.27,0.46
O5317,2025-02-15,C1432,P2000,1,203.97,0.0,0.0,9.9,130.54,213.87,63.53,Credit Card,Email,Abandoned Cart,Delivered,3,0.6997873805071073,0.9553152128442323,Carla Lima,carla.lima432@example.com,19,Male,Salvador,DF,32.06,Electronics,Wireless Headphones,203.97,0.64
O5318,2025-05-09,C1039,P2002,1,281.78,0.0,0.0,18.0,171.89,299.78,91.89,Pix,Email,,Delivered,5,0.9978152136392158,0.17063003943300736,Mateus Pereira,mateus.pereira39@example.com,65,Female,Belo Horizonte,DF,9.72,Electronics,Portable Charger,281.78,0.61
O5319,2025-09-27,C1271,P2016,1,335.99,0.0,0.0,0.0,188.15,335.99,147.84,Debit Card,Organic Search,Abandoned Cart,Delivered,2,0.4943616254985136,0.39133970797777373,Sofia Oliveira,sofia.oliveira271@example.com,64,Male,Curitiba,SP,40.67,Beauty,Sunscreen,335.99,0.56
O5320,2024-12-14,C1504,P2007,1,108.27,0.05,5.41,12.5,49.8,115.36,40.56,,Direct,,Delivered,3,0.20102570820317944,0.5438157099731018,Gustavo Lima,gustavo.lima504@example.com,22,Male,Brasília,SP,29.12,Home,LED Lamp,108.27,0.46
O5321,2024-12-26,C1307,P2011,1,50.3,0.0,0.0,0.0,36.72,50.3,13.58,Credit Card,Paid Search,,Returned,3,0.4165763285408274,0.9107922117869331,Marina Oliveira,marina.oliveira307@example.com,56,Male,Fortaleza,PE,7.0,Fashion,Jeans,50.3,0.73
O5322,2025-02-26,C1142,P2017,1,44.78,0.0,0.0,12.5,22.39,57.28,9.89,Credit Card,Organic Search,,Delivered,4,0.35625279965089274,0.25931659930210904,Julia Souza,julia.souza142@example.com,38,Female,Belo Horizonte,SC,17.18,Beauty,Perfume,44.78,0.5
O5323,2025-07-18,C1249,P2014,1,251.75,0.0,0.0,25.0,108.25,276.75,118.5,Pix,Social (Facebook),Abandoned Cart,Delivered,3,0.5856802905336942,0.949417985488062,Thiago Souza,thiago.souza249@example.com,47,Female,Porto Alegre,SC,8.37,Fashion,Sunglasses,251.75,0.43
O5324,2025-05-31,C1580,P2010,1,278.93,0.05,13.95,9.9,172.94,274.88,82.14,Boleto,Email,,Delivered,2,0.7494494354692821,0.997439907033529,Marina Gomes,marina.gomes580@example.com,20,Male,Fortaleza,MG,13.88,Fashion,T-Shirt,278.93,0.62
O5325,2025-02-03,C1037,P2019,3,249.17,0.0,0.0,18.0,343.85,765.51,385.66,Boleto,Organic Search,Holiday Promo,Delivered,7,0.032790028067740784,0.8063214100120798,Sofia Almeida,sofia.almeida37@example.com,33,Male,Recife,BA,32.82,Beauty,Nail Polish,249.17,0.46
O5326,2024-12-09,C1037,P2009,1,214.64,0.0,0.0,9.9,137.37,224.54,67.37,Pix,Paid Search,New Launch,Delivered,2,0.1091839641837331,0.4561220409812141,Sofia Almeida,sofia.almeida37@example.com,33,Male,Recife,BA,32.82,Home,Kitchen Knife,214.64,0.64
O5327,2025-04-09,C1026,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,PayPal,Social (Instagram),,Delivered,2,0.4651925485331123,0.5847882553660991,Bruno Barbosa,bruno.barbosa26@example.com,66,Female,Fortaleza,RJ,9.11,Fashion,Sunglasses,251.75,0.43
O5328,2024-12-21,C1459,P2000,1,203.97,0.0,0.0,9.9,130.54,213.87,,PayPal,Social (Instagram),Holiday Promo,Returned,3,0.22082122120435,0.7890311575923933,Daniel Pereira,daniel.pereira459@example.com,60,Female,Belo Horizonte,CE,43.36,Electronics,Wireless Headphones,203.97,0.64
O5329,2024-10-18,C1002,P2013,1,373.0,0.1,37.3,9.9,268.56,345.6,57.24,PayPal,Organic Search,,Delivered,4,0.8708940626602483,0.853815089473718,Rafael Santos,rafael.santos2@example.com,19,Male,Salvador,RJ,10.8,Fashion,Backpack,373.0,0.72
O5330,2025-03-22,C1048,P2005,1,396.7,0.05,19.84,9.9,257.86,386.76,109.1,Debit Card,Email,,Delivered,5,0.8628797528865357,0.13128844842525644,Beatriz Carvalho,beatriz.carvalho48@example.com,49,Male,Belo Horizonte,RJ,46.94,Home,Ceramic Mug,396.7,0.65
O5331,2025-07-22,C1204,P2000,3,203.97,0.0,0.0,9.9,391.62,621.81,210.39,Credit Card,Affiliate,New Launch,Delivered,4,0.8751018426116606,0.35157589429664104,Bruno Barbosa,bruno.barbosa204@example.com,30,Male,Belo Horizonte,CE,4.53,Electronics,Wireless Headphones,203.97,0.64
O5332,2024-12-03,C1074,P2001,1,18.94,0.0,0.0,5.0,11.17,23.94,2.77,PayPal,Social (Facebook),Summer Sale,Delivered,4,0.11889647915506552,0.11874019191058105,Sofia Nascimento,sofia.nascimento74@example.com,53,Female,Brasília,RS,38.03,Electronics,Smartphone Case,18.94,0.59
O5333,2025-01-19,C1437,P2013,1,373.0,0.1,37.3,12.5,268.56,348.2,54.64,Pix,Email,Summer Sale,Delivered,5,0.40907983688919647,0.22514882613250742,Thiago Souza,thiago.souza437@example.com,64,Female,Belo Horizonte,SC,10.19,Fashion,Backpack,373.0,0.72
O5334,2025-09-08,C1421,P2018,1,415.53,0.05,20.78,9.9,241.01,404.65,143.84,Boleto,Email,,Returned,4,0.8582992533124196,0.40978415056917117,Pedro Ramos,pedro.ramos421@example.com,25,Female,Belo Horizonte,RS,12.35,Beauty,Lipstick,415.53,0.58
O5335,2025-09-29,C1547,P2011,1,50.3,0.0,0.0,9.9,36.72,60.2,3.68,,Paid Search,Summer Sale,Delivered,4,0.6054988530175579,0.05264651512568852,Lucas Fernandes,lucas.fernandes547@example.com,44,Male,São Paulo,DF,19.84,Fashion,Jeans,50.3,0.73
O5336,2025-05-28,C1276,P2009,2,214.64,0.0,0.0,5.0,274.74,434.28,149.54,PayPal,Organic Search,Holiday Promo,Delivered,2,0.20284654246244505,0.10421841470141446,Felipe Silva,felipe.silva276@example.com,64,Male,Fortaleza,BA,3.44,Home,Kitchen Knife,214.64,0.64
O5337,2024-11-01,C1383,P2009,2,214.64,0.0,0.0,9.9,274.74,439.18,144.64,Debit Card,Organic Search,,Delivered,5,0.9757232281395416,0.5902321380692256,Marina Ramos,marina.ramos383@example.com,22,Male,Florianópolis,RS,45.39,Home,Kitchen Knife,214.64,0.64
O5338,2025-01-02,C1279,P2017,1,44.78,0.15,6.72,9.9,22.39,47.96,5.77,Debit Card,Email,Holiday Promo,Returned,4,0.9550999542013978,0.27261798377870194,Bruno Ramos,bruno.ramos279@example.com,51,Male,Fortaleza,SC,2.84,Beauty,Perfume,44.78,0.5
O5339,2025-05-21,C1525,P2014,1,251.75,0.0,0.0,12.5,108.25,264.25,131.0,Credit Card,Social (Facebook),,Delivered,3,0.9538269251341875,0.8886532808364064,Rafael Gomes,rafael.gomes525@example.com,49,Male,São Paulo,CE,23.98,Fashion,Sunglasses,251.75,0.43
O5340,2025-08-01,C1049,P2023,1,123.05,0.15,18.46,12.5,77.52,117.09,14.57,,Email,,Delivered,4,0.4498039803704006,0.7030915059362262,Lucas Souza,lucas.souza49@example.com,20,Male,Recife,RJ,49.52,Sports,Water Bottle,123.05,0.63
O5341,2025-03-03,C1181,P2018,1,415.53,0.2,83.11,5.0,241.01,337.42,86.41,Debit Card,Social (Facebook),,Delivered,3,0.01668690108015003,0.8815760782495666,Paula Lima,paula.lima181@example.com,63,Non-binary,Florianópolis,RJ,2.88,Beauty,Lipstick,415.53,0.58
O5342,2025-04-22,C1439,P2017,1,44.78,0.15,6.72,5.0,22.39,43.06,10.67,Boleto,Email,New Launch,Delivered,3,0.36778736171205395,0.3933539761419441,Sofia Pereira,sofia.pereira439@example.com,24,Female,Porto Alegre,BA,48.6,Beauty,Perfume,44.78,0.5
O5343,2025-06-21,C1199,P2009,2,214.64,0.1,42.93,5.0,274.74,391.35,106.61,Debit Card,Paid Search,,Delivered,4,0.44327999723048306,0.7037922875657323,Carla Carvalho,carla.carvalho199@example.com,40,Male,Porto Alegre,CE,27.08,Home,Kitchen Knife,214.64,0.64
O5344,2025-04-10,C1200,P2022,1,212.64,0.0,0.0,9.9,127.58,222.54,75.16,Pix,Email,,Delivered,2,0.3597491601598509,0.7259988545259369,Daniel Ramos,daniel.ramos200@example.com,56,Female,Recise,MG,25.09,Sports,Dumbbell Set,212.64,0.6
O5345,2025-04-06,C1164,P2001,1,18.94,0.0,0.0,5.0,11.17,23.94,2.77,Pix,Social (Instagram),Abandoned Cart,Delivered,2,0.12275852804723075,0.6364336156663016,Julia Oliveira,julia.oliveira164@example.com,24,Male,Brasília,SP,43.31,Electronics,Smartphone Case,18.94,0.59
O5346,2025-06-27,C1373,P2023,1,123.05,0.05,6.15,18.0,77.52,134.9,,PayPal,Paid Search,,Pending,2,0.8018456184954068,0.944515151594414,Marina Silva,marina.silva373@example.com,41,Female,Florianópolis,CE,4.53,Sports,Water Bottle,123.05,0.63
O5347,2025-01-21,C1114,P2009,1,214.64,0.0,0.0,12.5,137.37,227.14,64.77,Debit Card,Email,,Delivered,2,0.6364657766034406,0.44545900889279566,Bruno Souza,bruno.souza114@example.com,65,Female,Brasília,CE,9.29,Home,Kitchen Knife,214.64,0.64
O5348,2025-03-20,C1362,P2014,1,251.75,0.0,0.0,9.9,108.25,261.65,,Pix,Organic Search,,Delivered,5,0.20309447327735042,0.008768031394453701,Rafael Costa,rafael.costa362@example.com,54,Male,Recife,MG,29.12,Fashion,Sunglasses,251.75,0.43
O5349,2025-02-02,C1444,P2010,1,278.93,0.0,0.0,5.0,172.94,283.93,100.99,Debit Card,Social (Facebook),Summer Sale,Delivered,3,0.4392577905911822,0.735626499791833,Julia Silva,julia.silva444@example.com,55,Male,rão Paulo,PE,7.19,Fashion,T-Shirt,278.93,0.62
O5350,2025-09-09,C1168,P2016,1,335.99,0.0,0.0,9.9,188.15,345.89,137.94,Boleto,Email,,Delivered,3,0.9433410367240451,0.4712586819895659,Lucas Lima,lucas.lima168@example.com,55,Male,Porto Alegre,SP,5.62,Beauty,Sunscreen,335.99,0.56
O5351,2025-08-29,C1398,P2019,1,249.17,0.0,0.0,9.9,114.62,259.07,124.65,Pix,Direct,Summer Sale,Delivered,4,0.283009694679086,0.7331055517938373,Bruno Fernandes,bruno.fernandes398@example.com,56,Male,Recife,PE,19.09,Beauty,Nail Polish,249.17,0.46
O5352,2024-12-22,C1596,P2012,2,379.74,0.05,37.97,0.0,508.85,721.51,212.66,PayPal,Organic Search,,Cancelled,3,0.87192210045385,0.04114262982151973,Eduardo Nascimento,eduardo.nascimento596@example.com,39,Male,Brasília,SP,29.98,Fashion,Sneakers,379.74,0.67
O5353,2025-07-21,C1540,P2012,1,379.74,0.05,18.99,12.5,254.43,373.25,93.82,Boleto,Affiliate,,Delivered,5,0.7110355006467005,0.019105142442005896,Felipe Ramos,felipe.ramos540@example.com,21,Male,Rio de Janeiro,SP,27.03,Fashion,Sneakers,379.74,0.67
O5354,2024-11-18,C1147,P2020,1,175.28,0.05,8.76,5.0,124.45,171.52,37.07,Boleto,Affiliate,,Delivered,5,0.7564928534353014,0.926412672117798,Ana Almeida,ana.almeida147@example.com,59,Female,São Paulo,RS,29.51,Sports,Yoga Mat,175.28,0.71
O5355,2024-11-24,C1201,P2005,1,396.7,0.0,0.0,18.0,257.86,414.7,120.84,Boleto,Social (Facebook),,Delivered,3,0.06251794806535116,0.42894893662495737,Gustavo Lima,gustavo.lima201@example.com,20,Male,Recife,SC,5.14,Home,Ceramic Mug,396.7,0.65
O5356,2025-09-06,C1119,P2014,1,251.75,0.0,0.0,5.0,108.25,256.75,138.5,Debit Card,Affiliate,Summer Sale,Delivered,3,0.11867211135182909,0.4959872764980481,Rafael Oliveira,rafael.oliveira119@example.com,26,Female,Brasília,BA,43.93,Fashion,Sunglasses,251.75,0.43
O5357,2025-03-14,C1137,P2002,1,281.78,0.0,0.0,9.9,171.89,291.68,99.99,Pix,Email,,Delivered,2,0.5258457490259153,0.5350630711206801,Lucas Gomes,lucas.gomes137@example.com,22,Female,Rio de Janeiro,PE,14.22,Electronics,Portable Charger,281.78,0.61
