order_id,order_date,customer_id,customer_name,email,age,gender,city,state,country,product_id,product_category,product_name,price,quantity,discount_pct,discount_value,shipping_cost,cost_of_goods_sold,revenue,profit,payment_method,marketing_channel,campaign,utm_source,device,returning_customer,days_since_last_order,order_status,delivery_time_days,acquisition_cost,customer_lifetime_value,churn_risk_score,propensity_to_buy,coupon_code,refund_flag
O5565,2025-01-03 08:13:43,C1293,Felipe Fernandes,felipe.fernandes293@example.com,28,F,Porto Alegre,PR,Brazil,P2010,Fashion,T-Shirt,278.93,2,0.1,55.79,12.5,345.87,514.57,143.7,Pix,Social (Facebook),,social,Desktop,False,,Delivered,2,11.34,136.81,0.88,0.2,CPN10,False
O5911,2025-01-03 12:39:26,C1325,Carla Gomes,carla.gomes325@example.com,31,M,Florianópolis,DF,Brazil,P2020,Sports,Yoga Mat,175.28,1,0.0,0.0,18.0,124.45,193.28,32.83,Debit Card,Email,,email,Desktop,False,,Delivered,4,25.01,127.03,0.62,0.24,,False
O5988,2025-01-04 00:57:45,C1063,Paula Rodrigues,paula.rodrigues63@example.com,43,F,Curitiba,BA,Brazil,P2011,Fashion,Jeans,50.3,1,0.0,0.0,9.9,36.72,60.2,3.68,Credit Card,Email,,email,Desktop,False,,Delivered,4,7.57,325.35,0.19,0.17,,False
O5693,2025-01-04 17:01:08,C1409,Bruno Fernandes,bruno.fernandes409@example.com,65,F,Porto Alegre,BA,Brazil,P2007,Home,LED Lamp,108.27,1,0.0,0.0,0.0,49.8,108.27,58.47,Boleto,Email,,email,Mobile,False,,Cancelled,5,43.13,483.14,0.58,0.91,,True
O5144,2025-01-05 13:03:03,C1065,Camila Nascimento,camila.nascimento65@example.com,65,M,Porto Alegre,SP,Brazil,P2012,Fashion,Sneakers,379.74,1,0.0,0.0,0.0,254.43,379.74,125.31,Credit Card,Email,Holiday Promo,email,Desktop,False,,Delivered,2,33.19,35.55,0.34,0.51,,False
O5043,2025-01-05 14:44:07,C1501,Carla Barbosa,carla.barbosa501@example.com,31,M,Recife,RJ,Brazil,P2006,Home,Throw Pillow,20.98,1,0.0,0.0,18.0,9.44,38.98,-6.46,Debit Card,Email,Awareness,email,Mobile,False,,Delivered,2,15.03,287.51,0.16,0.83,,False
O5244,2025-01-06 04:47:22,C1032,Ana Oliveira,ana.oliveira32@example.com,53,F,Belo Horizonte,MG,Brazil,P2014,Fashion,Sunglasses,251.75,1,0.0,0.0,5.0,108.25,256.75,138.5,PayPal,Paid Search,Holiday Promo,google,Desktop,False,,Delivered,2,6.62,464.96,0.65,0.38,,False
O5168,2025-01-06 05:14:21,C1492,Lucas Santos,lucas.santos492@example.com,30,M,Rio de Janeiro,MG,Brazil,P2022,Sports,Dumbbell Set,212.64,2,0.0,0.0,9.9,255.17,435.18,160.21,Credit Card,Affiliate,Holiday Promo,affiliate,Mobile,False,,Delivered,4,16.38,343.66,0.98,0.99,,False
O5322,2025-01-06 05:45:10,C1359,Daniel Fernandes,daniel.fernandes359@example.com,40,M,Salvador,BA,Brazil,P2006,Home,Throw Pillow,20.98,2,0.0,0.0,25.0,18.88,66.96,-1.92,Boleto,Social (Instagram),Holiday Promo,social,Desktop,True,253.0,Delivered,2,46.99,510.94,0.39,0.95,,False
O5304,2025-01-06 12:22:57,C1587,Bruno Almeida,bruno.almeida587@example.com,46,M,Rio de Janeiro,BA,Brazil,P2019,Beauty,Nail Polish,249.17,1,0.0,0.0,0.0,114.62,249.17,134.55,Credit Card,Social (Instagram),Abandoned Cart,social,Desktop,False,,Delivered,3,48.99,431.23,0.94,0.34,,False
O5025,2025-01-07 03:06:44,C1070,Felipe Lima,felipe.lima70@example.com,68,M,Belo Horizonte,SP,Brazil,P2019,Beauty,Nail Polish,249.17,2,0.0,0.0,5.0,229.24,503.34,264.1,Credit Card,Email,Abandoned Cart,email,Desktop,False,,Delivered,2,45.46,252.58,0.3,0.56,,False
O5307,2025-01-07 03:16:22,C1316,Marina Barbosa,marina.barbosa316@example.com,45,M,Salvador,PR,Brazil,P2008,Home,Cotton Bedsheet,122.69,1,0.0,0.0,12.5,46.62,135.19,63.57,Credit Card,Social (Facebook),,social,Desktop,False,,Delivered,3,38.89,392.71,0.75,0.33,,False
O5022,2025-01-07 21:58:34,C1329,Isabela Rodrigues,isabela.rodrigues329@example.com,23,F,Rio de Janeiro,CE,Brazil,P2024,Sports,Fitness Tracker,201.01,3,0.0,0.0,5.0,319.61,608.03,278.42,Pix,Affiliate,,affiliate,Desktop,False,,Delivered,5,4.94,498.67,0.03,0.9,,False
O5052,2025-01-08 00:34:08,C1197,Rafael Pereira,rafael.pereira197@example.com,24,Non-binary,Florianópolis,PR,Brazil,P2002,Electronics,Portable Charger,281.78,2,0.0,0.0,5.0,343.77,568.56,214.79,Credit Card,Paid Search,Abandoned Cart,google,Mobile,False,,Delivered,2,17.02,295.5,0.39,0.03,,False
O5106,2025-01-08 01:38:11,C1060,Daniel Nascimento,daniel.nascimento60@example.com,40,F,Curitiba,SP,Brazil,P2023,Sports,Water Bottle,123.05,1,0.0,0.0,9.9,77.52,132.95,35.63,Credit Card,Social (Facebook),Awareness,social,Tablet,False,,Delivered,3,9.51,423.2,0.34,0.71,,False
O5314,2025-01-08 02:01:31,C1563,Carla Silva,carla.silva563@example.com,58,M,Fortaleza,SC,Brazil,P2013,Fashion,Backpack,373.0,1,0.0,0.0,25.0,268.56,398.0,79.44,Boleto,Social (Facebook),,social,Mobile,False,,Delivered,2,17.61,121.28,0.69,0.22,,False
O5825,2025-01-08 02:43:22,C1196,Ana Barbosa,ana.barbosa196@example.com,32,M,Brasília,SC,Brazil,P2020,Sports,Yoga Mat,175.28,2,0.1,35.06,12.5,248.9,328.0,54.1,Pix,Email,Awareness,email,Mobile,True,239.0,Delivered,5,35.87,490.67,0.08,0.27,CPN10,False
O5217,2025-01-09 09:19:41,C1350,Lucas Souza,lucas.souza350@example.com,55,F,São Paulo,PE,Brazil,P2017,Beauty,Perfume,44.78,2,0.0,0.0,0.0,44.78,89.56,44.78,PayPal,Paid Search,Summer Sale,google,Tablet,False,,Pending,5,31.98,37.26,0.66,0.29,,False
O5397,2025-01-09 10:45:05,C1076,Bruno Gomes,bruno.gomes76@example.com,40,M,Curitiba,SP,Brazil,P2012,Fashion,Sneakers,379.74,2,0.0,0.0,18.0,508.85,777.48,232.63,Boleto,Social (Facebook),,social,Desktop,True,29.0,Delivered,2,37.52,205.39,0.13,0.45,,False
O5126,2025-01-10 04:40:44,C1506,Eduardo Ramos,eduardo.ramos506@example.com,66,F,Recife,MG,Brazil,P2007,Home,LED Lamp,108.27,1,0.0,0.0,9.9,49.8,118.17,48.57,Credit Card,Organic Search,Abandoned Cart,organic,Desktop,False,,Delivered,4,34.98,282.81,0.94,0.25,,False
O5930,2025-01-11 08:22:41,C1583,Pedro Costa,pedro.costa583@example.com,50,F,Brasília,MG,Brazil,P2011,Fashion,Jeans,50.3,1,0.0,0.0,5.0,36.72,55.3,8.58,Debit Card,Social (Facebook),,social,Mobile,False,,Returned,2,5.46,161.87,0.98,0.37,,True
O5232,2025-01-11 11:14:47,C1178,Paula Lima,paula.lima178@example.com,61,F,Florianópolis,BA,Brazil,P2010,Fashion,T-Shirt,278.93,1,0.0,0.0,18.0,172.94,296.93,87.99,Credit Card,Social (Facebook),Summer Sale,social,Mobile,False,,Delivered,3,7.48,431.73,0.47,0.0,,False
O5087,2025-01-11 15:44:30,C1516,Gustavo Oliveira,gustavo.oliveira516@example.com,18,M,Belo Horizonte,DF,Brazil,P2009,Home,Kitchen Knife,214.64,1,0.0,0.0,5.0,137.37,219.64,72.27,Debit Card,Email,,email,Desktop,False,,Delivered,4,39.54,178.67,0.74,0.41,,False
O5430,2025-01-11 23:48:00,C1373,Marina Silva,marina.silva373@example.com,41,F,Florianópolis,CE,Brazil,P2000,Electronics,Wireless Headphones,203.97,1,0.1,20.4,0.0,130.54,183.57,53.03,Pix,Email,,email,Mobile,False,,Delivered,4,4.53,385.23,0.99,0.18,CPN10,False
O5229,2025-01-12 01:31:05,C1069,Pedro Fernandes,pedro.fernandes69@example.com,37,M,Rio de Janeiro,MG,Brazil,P2016,Beauty,Sunscreen,335.99,2,0.0,0.0,9.9,376.31,681.88,285.77,Pix,Social (Instagram),Summer Sale,social,Desktop,False,,Delivered,4,24.0,27.74,0.37,0.35,,False
O5702,2025-01-12 03:26:12,C1228,Felipe Santos,felipe.santos228@example.com,41,M,Salvador,MG,Brazil,P2007,Home,LED Lamp,108.27,2,0.0,0.0,12.5,99.61,229.04,104.43,Credit Card,Organic Search,,organic,Mobile,True,293.0,Delivered,5,27.98,275.1,0.29,0.92,,False
O5114,2025-01-12 19:29:44,C1338,Carla Silva,carla.silva338@example.com,67,M,Curitiba,RJ,Brazil,P2013,Fashion,Backpack,373.0,1,0.0,0.0,25.0,268.56,398.0,79.44,Boleto,Paid Search,Flash Sale,google,Mobile,False,,Delivered,3,4.05,113.82,0.17,0.92,,False
O5108,2025-01-12 20:37:53,C1248,Lucas Carvalho,lucas.carvalho248@example.com,57,F,São Paulo,RJ,Brazil,P2009,Home,Kitchen Knife,214.64,2,0.0,0.0,5.0,274.74,434.28,149.54,Boleto,Organic Search,New Launch,organic,Mobile,False,,Delivered,5,44.36,115.63,0.28,0.29,,False
O5997,2025-01-12 21:42:20,C1236,Felipe Lima,felipe.lima236@example.com,28,F,São Paulo,PE,Brazil,P2008,Home,Cotton Bedsheet,122.69,2,0.0,0.0,5.0,93.24,250.38,147.14,Boleto,Organic Search,Abandoned Cart,organic,Mobile,True,368.0,Delivered,2,47.29,250.33,0.46,0.84,,False
O5491,2025-01-13 17:33:34,C1376,Lucas Costa,lucas.costa376@example.com,55,F,Porto Alegre,MG,Brazil,P2021,Sports,Running Shorts,304.91,3,0.0,0.0,18.0,603.72,932.73,293.01,Pix,Social (Facebook),Awareness,social,Desktop,True,346.0,Delivered,5,9.08,526.3,0.48,0.73,,False
O5554,2025-01-14 09:09:01,C1226,Mateus Lima,mateus.lima226@example.com,56,F,Porto Alegre,RJ,Brazil,P2012,Fashion,Sneakers,379.74,1,0.0,0.0,9.9,254.43,389.64,115.41,Boleto,Organic Search,Summer Sale,organic,Tablet,False,,Delivered,5,26.36,499.33,0.63,0.8,,False
O5942,2025-01-14 20:35:46,C1431,Carla Souza,carla.souza431@example.com,52,F,Brasília,RS,Brazil,P2015,Beauty,Facial Cleanser,283.3,1,0.0,0.0,5.0,184.14,288.3,94.16,PayPal,Organic Search,Awareness,organic,Mobile,False,,Delivered,4,44.11,90.32,0.79,0.25,,False
O5970,2025-01-15 07:27:24,C1098,Paula Silva,paula.silva98@example.com,30,M,Salvador,RJ,Brazil,P2013,Fashion,Backpack,373.0,3,0.1,111.9,5.0,805.68,1012.1,196.42,Debit Card,Organic Search,Holiday Promo,organic,Desktop,False,,Delivered,7,29.9,420.8,0.58,0.68,CPN10,False
O5139,2025-01-15 08:26:42,C1358,Felipe Nascimento,felipe.nascimento358@example.com,38,M,Curitiba,PE,Brazil,P2009,Home,Kitchen Knife,214.64,2,0.0,0.0,12.5,274.74,441.78,142.04,Debit Card,Paid Search,Flash Sale,google,Mobile,True,144.0,Delivered,2,28.78,336.92,0.43,0.03,,False
O5956,2025-01-15 13:16:22,C1065,Camila Nascimento,camila.nascimento65@example.com,65,M,Porto Alegre,SP,Brazil,P2002,Electronics,Portable Charger,281.78,1,0.0,0.0,5.0,171.89,286.78,104.89,Pix,Direct,,direct,Mobile,True,288.0,Delivered,5,33.19,562.83,0.97,0.41,,False
O5700,2025-01-15 16:24:02,C1569,Daniel Almeida,daniel.almeida569@example.com,42,F,São Paulo,DF,Brazil,P2024,Sports,Fitness Tracker,201.01,1,0.0,0.0,5.0,106.54,206.01,89.47,Pix,Paid Search,Abandoned Cart,google,Desktop,True,186.0,Delivered,4,9.63,438.48,0.52,0.52,,False
O5513,2025-01-15 20:59:58,C1402,Gustavo Lima,gustavo.lima402@example.com,19,F,Belo Horizonte,PE,Brazil,P2019,Beauty,Nail Polish,249.17,2,0.0,0.0,18.0,229.24,516.34,251.1,Debit Card,Organic Search,,organic,Mobile,True,371.0,Delivered,4,20.75,145.28,0.47,0.09,,False
O5841,2025-01-16 17:29:24,C1417,Thiago Silva,thiago.silva417@example.com,50,F,Porto Alegre,RJ,Brazil,P2001,Electronics,Smartphone Case,18.94,1,0.0,0.0,12.5,11.17,31.44,-4.73,Boleto,Email,Summer Sale,email,Mobile,True,315.0,Pending,3,23.62,107.13,0.13,0.12,,False
O5490,2025-01-17 01:40:27,C1300,Ana Costa,ana.costa300@example.com,26,M,Florianópolis,PE,Brazil,P2013,Fashion,Backpack,373.0,1,0.0,0.0,5.0,268.56,378.0,99.44,PayPal,Paid Search,,google,Mobile,False,,Delivered,2,42.31,156.93,0.48,0.95,,False
O5428,2025-01-17 03:54:35,C1221,Felipe Nascimento,felipe.nascimento221@example.com,46,M,Belo Horizonte,PE,Brazil,P2012,Fashion,Sneakers,379.74,1,0.0,0.0,0.0,254.43,379.74,125.31,Pix,Social (Facebook),Holiday Promo,social,Mobile,True,228.0,Delivered,4,28.1,400.74,0.31,0.64,,False
O5603,2025-01-17 16:23:09,C1583,Pedro Costa,pedro.costa583@example.com,50,F,Brasília,MG,Brazil,P2017,Beauty,Perfume,44.78,1,0.0,0.0,0.0,22.39,44.78,22.39,Boleto,Social (Facebook),,social,Desktop,False,,Delivered,4,5.46,273.47,0.41,0.27,,False
O5411,2025-01-17 17:10:24,C1016,Felipe Pereira,felipe.pereira16@example.com,61,M,Belo Horizonte,SP,Brazil,P2020,Sports,Yoga Mat,175.28,2,0.05,17.53,5.0,248.9,338.03,79.13,Pix,Email,Summer Sale,email,Desktop,False,,Delivered,10,48.64,442.52,0.28,0.11,CPN5,False
O5578,2025-01-18 04:55:41,C1573,Thiago Gomes,thiago.gomes573@example.com,18,F,Florianópolis,RS,Brazil,P2017,Beauty,Perfume,44.78,2,0.0,0.0,0.0,44.78,89.56,44.78,PayPal,Social (Facebook),Abandoned Cart,social,Mobile,False,,Delivered,3,37.25,340.48,0.03,0.38,,False
O5832,2025-01-18 13:49:04,C1100,Thiago Carvalho,thiago.carvalho100@example.com,50,M,Rio de Janeiro,SP,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,0.0,76.98,120.28,43.3,PayPal,Paid Search,,google,Desktop,True,356.0,Delivered,10,37.98,159.33,0.05,0.29,,False
O5116,2025-01-18 14:58:54,C1275,Julia Pereira,julia.pereira275@example.com,60,F,Brasília,RJ,Brazil,P2016,Beauty,Sunscreen,335.99,1,0.0,0.0,25.0,188.15,360.99,122.84,Pix,Social (Instagram),Summer Sale,social,Desktop,True,130.0,Delivered,5,29.85,299.94,0.94,0.62,,False
O5186,2025-01-19 00:45:08,C1196,Ana Barbosa,ana.barbosa196@example.com,32,M,Brasília,SC,Brazil,P2010,Fashion,T-Shirt,278.93,2,0.15,83.68,9.9,345.87,484.08,118.41,Pix,Social (Facebook),Awareness,social,Mobile,False,,Delivered,5,35.87,145.12,0.3,0.0,CPN15,False
O5452,2025-01-19 07:15:43,C1118,Rafael Lima,rafael.lima118@example.com,29,F,Rio de Janeiro,SP,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.15,18.04,12.5,76.98,114.74,12.76,Debit Card,Direct,,direct,Desktop,False,,Delivered,3,35.14,344.09,0.63,0.46,CPN15,False
O5264,2025-01-19 17:37:24,C1070,Felipe Lima,felipe.lima70@example.com,68,M,Belo Horizonte,SP,Brazil,P2015,Beauty,Facial Cleanser,283.3,1,0.0,0.0,25.0,184.14,308.3,74.16,Debit Card,Paid Search,Flash Sale,google,Desktop,False,,Delivered,4,45.46,239.03,0.17,0.27,,False
O5809,2025-01-20 05:35:53,C1057,Carla Santos,carla.santos57@example.com,22,F,Salvador,RS,Brazil,P2009,Home,Kitchen Knife,214.64,1,0.0,0.0,12.5,137.37,227.14,64.77,PayPal,Organic Search,,organic,Mobile,True,161.0,Returned,2,35.58,304.97,0.5,0.25,,True
O5647,2025-01-20 12:42:35,C1234,Bruno Pereira,bruno.pereira234@example.com,51,Non-binary,São Paulo,MG,Brazil,P2000,Electronics,Wireless Headphones,203.97,1,0.0,0.0,25.0,130.54,228.97,48.43,PayPal,Social (Instagram),Abandoned Cart,social,Desktop,False,,Delivered,3,9.85,111.81,0.86,0.88,,False
O5345,2025-01-21 04:57:50,C1139,Laura Ramos,laura.ramos139@example.com,48,M,Rio de Janeiro,PR,Brazil,P2013,Fashion,Backpack,373.0,1,0.0,0.0,9.9,268.56,382.9,94.54,Debit Card,Paid Search,,google,Desktop,True,81.0,Delivered,2,47.04,434.42,0.94,0.14,,False
O5812,2025-01-21 08:27:59,C1284,Gustavo Nascimento,gustavo.nascimento284@example.com,28,M,Salvador,RS,Brazil,P2001,Electronics,Smartphone Case,18.94,1,0.0,0.0,25.0,11.17,43.94,-17.23,Pix,Social (Facebook),,social,Desktop,False,,Delivered,5,40.78,248.15,0.72,0.34,,False
O5516,2025-01-21 17:17:45,C1172,Ana Carvalho,ana.carvalho172@example.com,68,M,Recife,RJ,Brazil,P2020,Sports,Yoga Mat,175.28,1,0.0,0.0,0.0,124.45,175.28,50.83,Debit Card,Social (Facebook),Abandoned Cart,social,Mobile,True,82.0,Returned,3,49.46,452.57,0.55,0.74,,True
O5150,2025-01-21 18:14:52,C1220,Carla Nascimento,carla.nascimento220@example.com,30,M,São Paulo,RJ,Brazil,P2017,Beauty,Perfume,44.78,1,0.0,0.0,0.0,22.39,44.78,22.39,Debit Card,Affiliate,,affiliate,Tablet,False,,Delivered,2,25.07,172.11,0.27,0.51,,False
O5998,2025-01-21 18:21:24,C1319,Pedro Fernandes,pedro.fernandes319@example.com,53,F,Rio de Janeiro,RJ,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,12.5,76.98,132.78,30.8,PayPal,Organic Search,Holiday Promo,organic,Mobile,True,91.0,Delivered,2,18.62,384.78,0.06,0.87,,False
O5781,2025-01-21 19:39:49,C1060,Daniel Nascimento,daniel.nascimento60@example.com,40,F,Curitiba,SP,Brazil,P2009,Home,Kitchen Knife,214.64,1,0.1,21.46,0.0,137.37,193.18,55.81,Credit Card,Email,Summer Sale,email,Mobile,False,,Returned,2,9.51,358.3,0.85,0.95,CPN10,True
O5632,2025-01-21 20:29:45,C1159,Carla Costa,carla.costa159@example.com,68,M,Curitiba,DF,Brazil,P2016,Beauty,Sunscreen,335.99,1,0.15,50.4,18.0,188.15,303.59,79.44,Pix,Social (Instagram),Flash Sale,social,Mobile,False,,Delivered,3,11.87,128.03,0.41,0.88,CPN15,False
O5936,2025-01-22 22:05:51,C1045,Carla Rodrigues,carla.rodrigues45@example.com,21,F,São Paulo,SP,Brazil,P2019,Beauty,Nail Polish,249.17,3,0.0,0.0,9.9,343.85,757.41,393.76,PayPal,Social (Facebook),,social,Desktop,False,,Delivered,3,24.56,154.06,0.61,0.41,,False
O5378,2025-01-24 09:33:56,C1288,Pedro Lima,pedro.lima288@example.com,28,M,Florianópolis,RJ,Brazil,P2000,Electronics,Wireless Headphones,203.97,3,0.0,0.0,5.0,391.62,616.91,215.29,Boleto,Social (Instagram),Flash Sale,social,Desktop,False,,Delivered,2,20.23,326.4,0.65,0.95,,False
O5743,2025-01-24 11:21:00,C1043,Pedro Nascimento,pedro.nascimento43@example.com,55,M,Belo Horizonte,BA,Brazil,P2009,Home,Kitchen Knife,214.64,1,0.0,0.0,9.9,137.37,224.54,67.37,Pix,Social (Instagram),,social,Mobile,False,,Returned,4,22.85,492.16,0.57,0.44,,True
O5564,2025-01-24 16:00:47,C1181,Paula Lima,paula.lima181@example.com,63,Non-binary,Florianópolis,RJ,Brazil,P2005,Home,Ceramic Mug,396.7,3,0.0,0.0,12.5,773.56,1202.6,404.04,Credit Card,Organic Search,New Launch,organic,Mobile,False,,Delivered,4,2.88,228.35,0.56,0.82,,False
O5589,2025-01-24 21:22:03,C1373,Marina Silva,marina.silva373@example.com,41,F,Florianópolis,CE,Brazil,P2017,Beauty,Perfume,44.78,1,0.05,2.24,25.0,22.39,67.54,-4.85,Boleto,Social (Instagram),,social,Mobile,False,,Delivered,2,4.53,471.8,0.59,0.31,CPN5,False
O5542,2025-01-24 22:21:13,C1400,Bruno Lima,bruno.lima400@example.com,21,M,Salvador,PE,Brazil,P2010,Fashion,T-Shirt,278.93,2,0.0,0.0,5.0,345.87,562.86,206.99,Boleto,Email,,email,Mobile,True,168.0,Delivered,4,33.66,200.37,0.73,0.31,,False
O5399,2025-01-24 23:55:12,C1022,Mateus Lima,mateus.lima22@example.com,61,F,Florianópolis,CE,Brazil,P2013,Fashion,Backpack,373.0,2,0.15,111.9,12.5,537.12,646.6,84.48,Credit Card,Organic Search,,organic,Mobile,False,,Delivered,3,17.26,320.71,0.8,0.97,CPN15,False
O5842,2025-01-25 01:16:51,C1150,Daniel Carvalho,daniel.carvalho150@example.com,55,M,Porto Alegre,PE,Brazil,P2018,Beauty,Lipstick,415.53,1,0.1,41.55,5.0,241.01,378.98,127.97,Boleto,Social (Instagram),Holiday Promo,social,Desktop,False,,Returned,5,26.11,440.45,0.18,0.26,CPN10,True
O5009,2025-01-25 04:59:27,C1005,Paula Rodrigues,paula.rodrigues5@example.com,54,M,Curitiba,DF,Brazil,P2021,Sports,Running Shorts,304.91,2,0.0,0.0,12.5,402.48,622.32,194.84,Pix,Email,New Launch,email,Mobile,True,321.0,Delivered,10,47.55,247.12,0.04,0.45,,False
O5364,2025-01-26 04:13:34,C1316,Marina Barbosa,marina.barbosa316@example.com,45,M,Salvador,PR,Brazil,P2007,Home,LED Lamp,108.27,2,0.0,0.0,25.0,99.61,241.54,91.93,Pix,Social (Facebook),,social,Desktop,False,,Delivered,2,38.89,155.43,0.23,0.73,,False
O5496,2025-01-26 11:58:01,C1003,Bruno Gomes,bruno.gomes3@example.com,29,M,Brasília,SP,Brazil,P2001,Electronics,Smartphone Case,18.94,2,0.0,0.0,12.5,22.35,50.38,3.03,Debit Card,Paid Search,Holiday Promo,google,Desktop,False,,Delivered,7,21.19,127.91,1.0,0.5,,False
O5221,2025-01-26 13:17:43,C1537,Thiago Almeida,thiago.almeida537@example.com,28,F,Salvador,DF,Brazil,P2000,Electronics,Wireless Headphones,203.97,2,0.15,61.19,5.0,261.08,351.75,80.67,Pix,Social (Facebook),,social,Desktop,False,,Delivered,5,47.67,76.01,0.66,0.34,CPN15,False
O5602,2025-01-26 21:52:55,C1120,Ana Ramos,ana.ramos120@example.com,65,F,Florianópolis,RS,Brazil,P2011,Fashion,Jeans,50.3,3,0.05,7.54,12.5,110.16,155.86,20.7,Boleto,Social (Instagram),,social,Mobile,True,398.0,Delivered,3,37.92,221.6,0.45,0.96,CPN5,False
O5382,2025-01-27 08:48:25,C1257,Ana Fernandes,ana.fernandes257@example.com,61,M,Rio de Janeiro,MG,Brazil,P2024,Sports,Fitness Tracker,201.01,1,0.1,20.1,0.0,106.54,180.91,74.37,Boleto,Email,Awareness,email,Mobile,True,137.0,Delivered,5,49.82,324.19,0.52,0.38,CPN10,False
O5468,2025-01-27 09:39:31,C1349,Carla Rodrigues,carla.rodrigues349@example.com,60,F,Curitiba,BA,Brazil,P2013,Fashion,Backpack,373.0,1,0.0,0.0,12.5,268.56,385.5,91.94,PayPal,Affiliate,Abandoned Cart,affiliate,Mobile,True,71.0,Delivered,3,14.72,395.84,0.11,0.82,,False
O5214,2025-01-27 14:29:38,C1340,Sofia Pereira,sofia.pereira340@example.com,21,M,Rio de Janeiro,PE,Brazil,P2001,Electronics,Smartphone Case,18.94,1,0.0,0.0,5.0,11.17,23.94,2.77,Boleto,Affiliate,,affiliate,Desktop,False,,Delivered,4,31.48,491.31,0.69,0.88,,False
O5733,2025-01-27 17:39:17,C1109,Daniel Fernandes,daniel.fernandes109@example.com,68,M,Rio de Janeiro,BA,Brazil,P2006,Home,Throw Pillow,20.98,2,0.05,2.1,0.0,18.88,39.86,20.98,PayPal,Social (Instagram),,social,Desktop,True,39.0,Delivered,4,32.56,97.66,0.43,0.06,CPN5,False
O5859,2025-01-27 23:35:17,C1267,Beatriz Rodrigues,beatriz.rodrigues267@example.com,45,F,Curitiba,PR,Brazil,P2004,Electronics,Smartwatch,54.76,3,0.0,0.0,0.0,70.64,164.28,93.64,Boleto,Email,Awareness,email,Desktop,True,128.0,Returned,2,39.13,379.71,0.89,0.77,,True
O5539,2025-01-28 06:23:45,C1062,Paula Rodrigues,paula.rodrigues62@example.com,33,F,Curitiba,BA,Brazil,P2005,Home,Ceramic Mug,396.7,1,0.15,59.5,9.9,257.86,347.1,69.44,Pix,Email,,email,Mobile,False,,Delivered,3,4.29,235.51,0.33,0.81,CPN15,False
O5487,2025-01-28 14:45:16,C1298,Thiago Fernandes,thiago.fernandes298@example.com,53,F,Salvador,CE,Brazil,P2003,Electronics,Bluetooth Speaker,120.28,1,0.0,0.0,12.5,76.98,132.78,30.8,Credit Card,Organic Search,Abandoned Cart,organic,Mobile,False,,Delivered,3,19.93,347.6,0.85,0.69,,False
O5324,2025-01-28 15:05:37,C1294,Paula Lima,paula.lima294@example.com,31,F,Curitiba,RS,Brazil,P2011,Fashion,Jeans,50.3,2,0.0,0.0,0.0,73.44,100.6,27.16,PayPal,Organic Search,,organic,Mobile,True,353.0,Delivered,4,46.62,562.19,0.68,0.06,,False
O5247,2025-01-28 21:10:25,C1152,Rafael Santos,rafael.santos152@example.com,53,M,Curitiba,RS,Brazil,P2007,Home,LED Lamp,108.27,3,0.1,32.48,0.0,149.41,292.33,142.92,Boleto,Email,,email,Desktop,False,,Cancelled,4,45.61,218.55,0.29,0.38,CPN10,True
O5473,2025-01-28 22:30:42,C1202,Isabela Oliveira,isabela.oliveira202@example.com,32,M,Porto Alegre,BA,Brazil,P2021,Sports,Running Shorts,304.91,1,0.0,0.0,5.0,201.24,309.91,98.67,Credit Card,Social (Instagram),Awareness,social,Desktop,False,,Delivered,3,32.04,394.85,0.84,0.32,,False
O5960,2025-01-29 03:38:57,C1278,Beatriz Gomes,beatriz.gomes278@example.com,38,F,Recife,BA,Brazil,P2020,Sports,Yoga Mat,175.28,2,0.1,35.06,9.9,248.9,325.4,56.7,Debit Card,Social (Instagram),,social,Desktop,True,168.0,Delivered,2,10.5,77.61,0.19,0.46,CPN10,False
O5249,2025-01-29 04:01:09,C1041,Sofia Ramos,sofia.ramos41@example.com,31,F,Porto Alegre,PE,Brazil,P2004,Electronics,Smartwatch,54.76,2,0.0,0.0,0.0,47.09,109.52,62.43,Debit Card,Paid Search,New Launch,google,Mobile,False,,Delivered,3,42.76,441.16,0.04,0.8,,False
O5629,2025-01-29 04:11:04,C1244,Felipe Fernandes,felipe.fernandes244@example.com,30,F,Curitiba,RJ,Brazil,P2000,Electronics,Wireless Headphones,203.97,2,0.0,0.0,5.0,261.08,412.94,141.86,Debit Card,Email,,email,Desktop,True,96.0,Delivered,4,20.99,152.55,0.82,0.24,,False
O5596,2025-01-29 18:21:45,C1136,Carla Carvalho,carla.carvalho136@example.com,53,F,Belo Horizonte,SP,Brazil,P2008,Home,Cotton Bedsheet,122.69,1,0.0,0.0,5.0,46.62,127.69,71.07,Boleto,Affiliate,,affiliate,Desktop,False,,Delivered,3,23.8,447.79,0.49,0.6,,False
O5064,2025-01-30 00:01:36,C1099,Ana Ramos,ana.ramos99@example.com,42,F,Recife,RJ,Brazil,P2013,Fashion,Backpack,373.0,1,0.1,37.3,5.0,268.56,340.7,62.14,Debit Card,Organic Search,,organic,Desktop,False,,Delivered,4,9.91,287.16,0.34,0.13,CPN10,False
